a_type_1,a_type_2,a_hp,a_attack,a_defense,a_sp_atk,a_sp_def,a_speed,a_generation,a_legendary,b_type_1,b_type_2,b_hp,b_attack,b_defense,b_sp_atk,b_sp_def,b_speed,b_generation,b_legendary,did_a_win,pair_key
Normal,,60,85,69,60,69,77,5,0,Dark,Flying,60,85,42,85,42,91,2,0,0,Murkrow_vs_Watchog
Electric,Flying,90,90,85,125,90,100,1,1,Normal,,75,95,60,65,60,115,5,0,0,Cinccino_vs_Zapdos
Dragon,,65,95,100,60,50,50,3,0,Water,,55,84,105,114,75,52,3,0,0,Gorebyss_vs_Shelgon
Water,Dark,70,120,40,95,40,95,3,0,Water,,64,66,68,81,76,50,4,0,1,Prinplup_vs_Sharpedo
Rock,Ground,80,120,130,55,65,45,1,0,Dark,,41,50,37,50,37,66,5,0,0,Golem_vs_Purrloin
Dark,Fire,75,90,90,140,90,115,2,0,Steel,Psychic,40,55,80,35,60,30,3,0,1,Beldum_vs_Mega Houndoom
Water,,50,65,64,44,48,43,2,0,Grass,,45,35,50,70,50,30,5,0,1,Petilil_vs_Totodile
Ice,Ground,110,130,80,70,60,80,4,0,Fairy,,78,65,68,112,154,75,6,0,1,Florges_vs_Mamoswine
Bug,Flying,70,80,102,80,102,40,4,0,Poison,Dragon,65,75,90,97,123,44,6,0,0,Dragalge_vs_Vespiquen
Electric,,65,65,60,110,95,130,1,0,Psychic,Ghost,80,110,60,150,130,70,6,1,0,Hoopa Confined_vs_Jolteon
Dark,,41,50,37,50,37,66,5,0,Grass,,66,65,48,62,57,52,6,0,1,Purrloin_vs_Skiddo
Psychic,Flying,65,75,70,95,70,95,2,0,Normal,Flying,65,90,65,61,61,100,1,0,0,Fearow_vs_Xatu
Dark,Fire,45,60,30,80,50,65,2,0,Normal,,59,45,40,35,40,31,4,0,1,Bidoof_vs_Houndour
Grass,Ice,90,92,75,92,85,60,4,0,Fire,Fighting,80,160,80,130,80,100,3,0,0,Abomasnow_vs_Mega Blaziken
Grass,Ground,95,109,105,75,85,56,4,0,Fire,,73,76,75,81,100,100,1,0,0,Ninetales_vs_Torterra
Dark,Flying,126,131,95,131,98,99,6,1,Normal,,60,60,60,60,60,60,3,0,1,Spinda_vs_Yveltal
Electric,,90,75,85,115,90,55,2,0,Dark,Psychic,86,92,88,68,75,73,6,0,0,Ampharos_vs_Malamar
Water,,76,48,48,57,62,34,4,0,Dragon,Flying,95,145,130,120,90,120,3,0,0,Mega Salamence_vs_Shellos
Poison,,80,95,82,60,82,75,5,0,Psychic,Fighting,106,190,100,154,100,130,1,1,0,Garbodor_vs_Mega Mewtwo X
Water,Ground,95,85,85,65,65,35,2,0,Normal,Flying,40,55,30,30,30,60,4,0,0,Quagsire_vs_Starly
Electric,Fairy,67,58,57,81,67,101,6,0,Electric,,45,60,32,50,32,76,5,0,1,Blitzle_vs_Dedenne
Ice,Water,110,80,90,95,90,65,3,0,Steel,Psychic,80,135,130,95,90,70,3,0,0,Metagross_vs_Walrein
Water,Poison,65,95,75,55,55,85,2,0,Bug,,80,70,40,100,60,145,5,0,0,Accelgor_vs_Qwilfish
Fairy,,78,52,60,63,65,23,6,0,Electric,,90,75,85,115,90,55,2,0,0,Ampharos_vs_Spritzee
Psychic,,116,55,85,107,95,29,5,0,Grass,,75,89,85,55,65,36,4,0,0,Grotle_vs_Musharna
Water,Ground,55,45,45,25,25,15,2,0,Poison,Ground,81,102,77,85,75,85,1,0,0,Nidoking_vs_Wooper
Poison,,46,57,40,40,40,50,1,0,Normal,Psychic,100,77,77,128,128,90,5,0,0,Meloetta Aria Forme_vs_Nidoran
Bug,Poison,45,25,50,25,25,35,1,0,Bug,,40,29,45,29,45,36,4,0,0,Burmy_vs_Kakuna
Psychic,,75,75,130,75,130,95,4,1,Grass,,123,100,62,97,81,68,6,0,1,Gogoat_vs_Uxie
Water,,55,104,105,94,75,52,3,0,Steel,Psychic,60,75,100,55,80,50,3,0,1,Huntail_vs_Metang
Grass,,100,100,125,110,50,50,4,0,Fire,,65,95,57,100,85,93,1,0,0,Magmar_vs_Tangrowth
Electric,,60,45,70,45,90,95,4,0,Electric,Steel,25,35,70,95,55,45,1,0,1,Magnemite_vs_Pachirisu
Poison,Fighting,83,106,65,86,65,85,4,0,Poison,Bug,40,50,90,30,55,65,4,0,1,Skorupi_vs_Toxicroak
Bug,Grass,45,53,70,40,60,42,5,0,Ice,,36,50,50,65,60,44,5,0,0,Sewaddle_vs_Vanillite
Bug,Grass,60,59,85,79,105,36,4,0,Fire,,50,85,55,65,65,90,1,0,0,Ponyta_vs_Wormadam Plant Cloak
Dragon,Fire,100,120,100,150,120,90,5,1,Bug,Flying,86,76,86,116,56,95,4,0,0,Reshiram_vs_Yanmega
Bug,,45,30,35,20,20,45,1,0,Fighting,,40,80,35,35,45,70,1,0,0,Caterpie_vs_Mankey
Normal,,38,36,38,32,36,57,6,0,Ground,,108,112,118,68,72,47,4,0,1,Bunnelby_vs_Hippowdon
Grass,,66,65,48,62,57,52,6,0,Normal,,90,55,75,60,75,30,1,0,1,Lickitung_vs_Skiddo
Grass,,56,61,65,48,45,38,6,0,Fire,,75,98,63,98,63,101,5,0,0,Chespin_vs_Simisear
Dragon,Ground,58,70,45,40,45,42,4,0,Poison,Ground,90,92,87,75,85,76,1,0,0,Gible_vs_Nidoqueen
Psychic,,80,105,105,105,105,80,4,1,Rock,Water,60,115,105,65,70,80,1,0,0,Kabutops_vs_Mesprit
Bug,Poison,40,60,40,40,40,30,2,0,Normal,Flying,50,55,50,36,30,43,5,0,0,Pidove_vs_Spinarak
Psychic,,25,20,15,105,55,90,1,0,Water,Flying,40,30,30,55,30,85,3,0,1,Abra_vs_Wingull
Water,,50,65,64,44,48,43,2,0,Dragon,Ice,125,120,90,170,100,95,5,1,0,Kyurem White Kyurem_vs_Totodile
Psychic,Fairy,20,25,45,70,90,60,4,0,Water,Fairy,70,20,50,20,50,40,2,0,1,Marill_vs_Mime Jr
Dragon,,77,120,90,60,90,48,5,0,Grass,,74,100,72,90,72,46,4,0,1,Carnivine_vs_Druddigon
Grass,Poison,60,62,63,80,80,60,1,0,Bug,Rock,50,65,85,35,35,55,5,0,1,Dwebble_vs_Ivysaur
Psychic,,40,35,30,120,70,105,1,0,Fire,Water,80,110,120,130,90,70,6,1,1,Kadabra_vs_Volcanion
Ground,Rock,80,85,95,30,30,25,1,0,Water,,65,65,65,50,50,90,1,0,0,Poliwhirl_vs_Rhyhorn
Fairy,,44,38,39,61,79,42,6,0,Grass,,70,60,75,110,75,90,5,0,0,Flabb_vs_Lilligant
Poison,Flying,85,90,80,70,80,130,2,0,Electric,Dragon,90,95,105,165,110,45,2,0,1,Crobat_vs_Mega Ampharos
Psychic,,76,25,45,67,55,24,5,0,Normal,,40,45,35,40,40,90,1,0,0,Meowth_vs_Munna
Grass,Flying,99,68,83,72,87,51,3,0,Psychic,,65,40,50,125,60,30,5,0,1,Duosion_vs_Tropius
Water,Ground,95,85,85,65,65,35,2,0,Fire,Normal,86,68,72,109,66,106,6,0,1,Pyroar_vs_Quagsire
Bug,Flying,70,94,50,94,50,66,4,0,Bug,Steel,58,109,112,48,48,109,5,0,0,Durant_vs_Mothim
Fighting,Psychic,60,100,85,80,85,100,3,0,Electric,,65,65,60,110,95,130,1,0,0,Jolteon_vs_Mega Medicham
Bug,Grass,60,59,85,79,105,36,4,0,Ice,,36,50,50,65,60,44,5,0,0,Vanillite_vs_Wormadam Plant Cloak
Fire,,70,90,45,15,45,50,5,0,Grass,Poison,69,55,45,55,55,15,5,0,1,Darumaka_vs_Foongus
Ghost,Grass,55,85,122,58,75,99,6,0,Bug,Flying,40,20,30,40,80,55,2,0,1,Gourgeist Small Size_vs_Ledyba
Dark,Fire,45,60,30,80,50,65,2,0,Fighting,,85,105,85,40,50,40,5,0,0,Gurdurr_vs_Houndour
Normal,Ground,85,56,77,50,77,78,6,0,Rock,,85,135,130,60,80,25,5,0,0,Diggersby_vs_Gigalith
Water,Fighting,91,72,90,129,90,108,5,0,Water,Poison,80,70,65,80,120,100,1,0,1,Keldeo Resolute Forme_vs_Tentacruel
Ground,Rock,115,140,130,55,55,40,4,0,Fairy,,78,65,68,112,154,75,6,0,1,Florges_vs_Rhyperior
Water,,65,80,80,59,63,58,2,0,Dragon,Flying,95,145,130,120,90,120,3,0,0,Croconaw_vs_Mega Salamence
Normal,,55,50,40,40,40,75,5,0,Ground,,100,150,140,100,90,90,3,1,0,Groudon_vs_Minccino
Ground,,90,120,120,60,60,50,2,0,Rock,Fairy,50,160,110,160,110,110,6,1,0,Donphan_vs_Mega Diancie
Bug,Ghost,1,90,45,30,30,40,3,0,Water,Grass,40,30,30,40,50,30,3,0,1,Lotad_vs_Shedinja
Bug,Flying,30,30,42,30,42,70,4,0,Ice,,95,117,184,44,46,28,6,0,0,Avalugg_vs_Combee
Rock,Ice,123,77,72,99,92,58,6,0,Fire,Flying,78,84,78,109,85,100,1,0,0,Aurorus_vs_Charizard
Electric,,60,50,70,80,80,140,1,0,Ghost,Grass,54,66,70,44,55,46,6,0,1,Electrode_vs_Pumpkaboo Large Size
Water,Rock,55,55,85,65,85,35,2,0,Fire,Flying,62,73,55,56,52,84,6,0,1,Corsola_vs_Fletchinder
Normal,,95,110,95,40,95,55,5,0,Fairy,,35,20,65,40,65,20,2,0,1,Bouffalant_vs_Togepi
Fire,Flying,106,130,90,110,154,90,2,1,Normal,Flying,40,45,40,35,35,56,1,0,1,Hooh_vs_Pidgey
Normal,,65,76,84,54,96,105,4,0,Ground,Flying,65,75,105,35,65,85,2,0,1,Gligar_vs_Lopunny
Fire,,75,98,63,98,63,101,5,0,Water,Ground,100,110,90,85,90,60,3,0,1,Simisear_vs_Swampert
Dark,Fighting,50,75,70,35,70,48,5,0,Grass,,100,100,100,100,100,100,4,1,0,Scraggy_vs_Shaymin Land Forme
Fire,,59,59,58,90,70,73,6,0,Fire,Psychic,105,30,105,140,105,55,5,0,1,Braixen_vs_Darmanitan Zen Mode
Grass,Poison,45,49,49,65,65,45,1,0,Bug,,80,70,40,100,60,145,5,0,0,Accelgor_vs_Bulbasaur
Fighting,,105,140,95,55,65,45,5,0,Water,Psychic,60,75,85,100,85,115,1,0,1,Conkeldurr_vs_Starmie
Grass,,55,68,64,45,55,31,4,0,Electric,,70,75,60,105,60,105,3,0,0,Manectric_vs_Turtwig
Bug,Poison,65,90,40,45,80,75,1,0,Ground,Flying,89,125,90,115,80,101,5,1,0,Beedrill_vs_Landorus Incarnate Forme
Ghost,Poison,60,65,80,170,95,130,1,0,Water,Dark,95,155,109,70,130,81,1,0,1,Mega Gengar_vs_Mega Gyarados
Grass,Poison,60,70,65,125,105,90,4,0,Poison,,35,60,44,40,54,55,1,0,1,NidoranF_vs_Roserade
Fighting,,70,80,50,35,35,35,1,0,Ground,,50,50,95,40,50,35,1,0,0,Cubone_vs_Machop
Water,,43,80,65,50,35,35,3,0,Water,Psychic,95,75,110,100,80,30,1,0,1,Corphish_vs_Slowbro
Bug,Flying,55,35,50,55,110,85,2,0,Electric,Normal,44,38,33,61,43,70,6,0,1,Helioptile_vs_Ledian
Rock,,55,75,85,25,25,15,5,0,Fighting,Steel,70,110,70,115,70,90,4,0,0,Lucario_vs_Roggenrola
Rock,,85,135,130,60,80,25,5,0,Ground,Steel,110,135,60,50,65,88,5,0,0,Excadrill_vs_Gigalith
Fire,Flying,78,81,71,74,69,126,6,0,Grass,Poison,45,49,49,65,65,45,1,0,1,Bulbasaur_vs_Talonflame
Ghost,,60,60,60,105,105,105,4,0,Ground,Flying,75,95,125,45,75,95,4,0,1,Gliscor_vs_Mismagius
Normal,,55,50,40,40,40,75,5,0,Water,Dark,45,90,20,65,20,65,3,0,1,Carvanha_vs_Minccino
Normal,,65,80,65,35,65,60,5,0,Fairy,,62,48,66,59,57,49,6,0,1,Herdier_vs_Swirlix
Fire,Ground,70,100,70,105,75,40,3,0,Rock,Ground,55,95,115,45,45,35,1,0,1,Camerupt_vs_Graveler
Water,Dark,70,140,70,110,65,105,3,0,Dragon,,41,64,45,50,50,50,1,0,1,Dratini_vs_Mega Sharpedo
Fire,Flying,90,100,90,125,85,90,1,1,Grass,Poison,65,90,50,85,45,55,1,0,1,Moltres_vs_Weepinbell
Ice,,80,120,80,120,80,100,3,0,Water,Ground,105,95,75,85,75,74,5,0,1,Mega Glalie_vs_Seismitoad
Normal,Flying,40,55,30,30,30,85,3,0,Flying,,79,100,80,110,90,121,5,1,0,Taillow_vs_Tornadus Therian Forme
Water,,69,69,76,69,86,91,4,0,Bug,Poison,60,50,70,50,90,65,3,0,1,Dustox_vs_Lumineon
Water,,50,53,62,58,63,44,6,0,Ground,Ghost,89,124,80,55,80,55,5,0,0,Clauncher_vs_Golurk
Steel,Psychic,100,100,100,100,100,100,3,1,Grass,Flying,35,35,40,35,55,50,2,0,1,Hoppip_vs_Jirachi
Water,Flying,45,20,50,60,120,50,4,0,Water,Fairy,70,20,50,20,50,40,2,0,1,Mantyke_vs_Marill
Psychic,,85,73,70,73,115,67,1,0,Normal,Fairy,103,60,126,80,126,50,5,0,1,Hypno_vs_Mega Audino
Dark,,70,90,90,135,90,125,4,1,Dark,,65,150,60,115,60,115,3,0,1,Darkrai_vs_Mega Absol
Water,Poison,80,70,65,80,120,100,1,0,Normal,,150,160,100,95,65,100,3,0,0,Slaking_vs_Tentacruel
Bug,Flying,30,30,42,30,42,70,4,0,Grass,Flying,35,35,40,35,55,50,2,0,1,Combee_vs_Hoppip
Poison,Dark,103,93,67,71,61,84,4,0,Fire,Flying,78,104,78,159,115,100,1,0,0,Mega Charizard Y_vs_Skuntank
Water,Rock,74,108,133,83,65,32,5,0,Normal,,150,160,100,95,65,100,3,0,0,Carracosta_vs_Slaking
Ghost,,60,60,60,85,85,85,2,0,Bug,Electric,50,47,50,57,50,65,5,0,1,Joltik_vs_Misdreavus
Dark,Flying,110,65,105,55,95,80,5,0,Steel,Rock,50,70,100,40,40,30,3,0,1,Aron_vs_Mandibuzz
Water,,59,63,80,65,80,58,1,0,Bug,Flying,70,60,62,80,82,60,3,0,0,Masquerain_vs_Wartortle
Poison,Dark,63,63,47,41,41,74,4,0,Normal,Flying,63,60,55,50,50,71,1,0,1,Pidgeotto_vs_Stunky
Electric,,65,85,70,75,70,40,5,0,Fire,,39,52,43,60,50,65,2,0,0,Cyndaquil_vs_Eelektrik
Psychic,,75,125,70,125,70,115,4,1,Fighting,Psychic,60,100,85,80,85,100,3,0,1,Azelf_vs_Mega Medicham
Poison,,61,72,57,55,55,65,1,0,Grass,Dark,90,100,60,90,60,80,3,0,0,Nidorino_vs_Shiftry
Poison,Water,50,60,60,60,60,30,6,0,Poison,Dragon,65,75,90,97,123,44,6,0,0,Dragalge_vs_Skrelp
Grass,,75,89,85,55,65,36,4,0,Bug,,65,125,100,55,70,85,1,0,0,Grotle_vs_Pinsir
Steel,Fighting,91,90,129,90,72,108,5,1,Grass,,55,68,64,45,55,31,4,0,1,Cobalion_vs_Turtwig
Ice,,55,69,85,32,35,28,6,0,Normal,Flying,100,123,75,57,75,80,5,0,0,Bergmite_vs_Braviary
Psychic,Fighting,68,165,95,65,115,110,4,0,Dragon,Ground,58,70,45,40,45,42,4,0,1,Gible_vs_Mega Gallade
Psychic,,65,65,60,130,95,110,2,0,Normal,Flying,83,80,80,135,80,121,1,0,0,Espeon_vs_Mega Pidgeot
Normal,,40,45,35,40,40,90,1,0,Normal,,85,80,90,105,95,60,2,0,1,Meowth_vs_Porygon2
Normal,Flying,45,40,60,40,75,50,3,0,Grass,,45,35,50,70,50,30,5,0,1,Petilil_vs_Swablu
Normal,Grass,60,60,50,40,50,75,5,0,Water,Grass,40,30,30,40,50,30,3,0,1,Deerling_vs_Lotad
Bug,,50,20,55,25,25,30,1,0,Fairy,,82,80,86,85,75,72,6,0,0,Metapod_vs_Slurpuff
Electric,,90,75,85,115,90,55,2,0,Rock,Fairy,50,50,150,50,150,50,6,0,1,Ampharos_vs_Carbink
Normal,,45,55,39,35,39,42,5,0,Steel,Ghost,45,80,100,35,37,28,6,0,0,Honedge_vs_Patrat
Steel,Ghost,59,110,150,45,49,35,6,0,Dark,Fire,75,90,50,110,80,95,2,0,0,Doublade_vs_Houndoom
Water,Dark,95,155,109,70,130,81,1,0,Water,,30,105,90,25,25,50,1,0,1,Krabby_vs_Mega Gyarados
Rock,,67,125,40,30,30,58,4,0,Water,Flying,40,30,30,55,30,85,3,0,0,Cranidos_vs_Wingull
Normal,Fairy,50,20,40,20,40,20,3,0,Fire,,75,98,63,98,63,101,5,0,0,Azurill_vs_Simisear
Normal,,255,10,10,75,135,55,2,0,Water,,65,65,65,50,50,90,1,0,0,Blissey_vs_Poliwhirl
Ground,Flying,89,145,90,105,80,91,5,1,Grass,,75,89,85,55,65,36,4,0,1,Grotle_vs_Landorus Therian Forme
Bug,Flying,60,70,50,100,50,65,3,0,Electric,,85,115,80,105,80,50,5,0,1,Beautifly_vs_Eelektross
Bug,Fighting,80,185,115,40,105,75,2,0,Normal,,59,45,40,35,40,31,4,0,1,Bidoof_vs_Mega Heracross
Ground,,90,120,120,60,60,50,2,0,Water,,55,130,115,50,50,75,1,0,0,Donphan_vs_Kingler
Psychic,,25,20,15,105,55,90,1,0,Psychic,,65,65,60,130,95,110,2,0,0,Abra_vs_Espeon
Ground,Rock,80,85,95,30,30,25,1,0,Electric,,60,40,50,75,85,95,3,0,1,Minun_vs_Rhyhorn
Steel,Ground,75,85,200,55,65,30,2,0,Water,,50,65,64,44,48,43,2,0,0,Steelix_vs_Totodile
Dark,Dragon,52,65,50,45,50,38,5,0,Water,,65,45,55,45,70,45,1,0,0,Deino_vs_Seel
Dragon,,46,87,60,30,40,57,5,0,Fire,Ground,70,120,100,145,105,20,3,0,1,Axew_vs_Mega Camerupt
Dragon,Flying,95,135,80,110,80,100,3,0,Normal,,73,95,62,85,65,85,2,0,1,Salamence_vs_Stantler
Water,,55,65,95,95,45,85,1,0,Rock,Ground,40,80,100,30,30,20,1,0,1,Geodude_vs_Seadra
Water,,100,100,90,150,140,90,3,1,Electric,Flying,79,115,70,125,80,111,5,1,0,Kyogre_vs_Thundurus Incarnate Forme
Psychic,,50,95,90,95,90,180,3,1,Ice,,80,80,80,80,80,80,3,0,1,Deoxys Speed Forme_vs_Glalie
Dragon,Flying,95,135,80,110,80,100,3,0,Ground,Psychic,40,40,55,40,70,55,3,0,1,Baltoy_vs_Salamence
Electric,,45,60,32,50,32,76,5,0,Ground,,100,150,140,100,90,90,3,1,0,Blitzle_vs_Groudon
Normal,,60,90,70,60,120,40,3,0,Dragon,Ground,58,70,45,40,45,42,4,0,0,Gible_vs_Kecleon
Fire,Fighting,110,123,65,100,65,65,5,0,Psychic,,40,35,30,120,70,105,1,0,1,Emboar_vs_Kadabra
Ghost,Dragon,150,100,120,100,120,90,4,1,Normal,,65,60,70,85,75,40,1,0,0,Giratina Altered Forme_vs_Porygon
Water,Fighting,90,95,95,70,90,70,1,0,Ground,Dragon,80,100,80,80,80,100,3,0,0,Flygon_vs_Poliwrath
Dragon,,46,87,60,30,40,57,5,0,Fire,Flying,78,81,71,74,69,126,6,0,0,Axew_vs_Talonflame
Psychic,,110,65,75,125,85,30,5,0,Electric,,60,50,40,85,75,95,3,0,0,Plusle_vs_Reuniclus
Normal,Flying,45,40,60,40,75,50,3,0,Steel,Psychic,100,100,100,100,100,100,3,1,0,Jirachi_vs_Swablu
Water,,71,73,88,120,89,59,6,0,Rock,Steel,60,55,145,75,150,40,4,0,1,Clawitzer_vs_Probopass
Ice,,80,80,80,80,80,80,3,0,Dragon,,61,84,65,70,70,70,1,0,1,Dragonair_vs_Glalie
Grass,Psychic,60,40,80,60,45,40,1,0,Ghost,Fire,60,40,60,95,60,55,5,0,0,Exeggcute_vs_Lampent
Normal,Psychic,70,80,65,90,65,85,2,0,Fairy,,44,38,39,61,79,42,6,0,1,Flabb_vs_Girafarig
Dragon,,65,95,100,60,50,50,3,0,Normal,Grass,60,60,50,40,50,75,5,0,0,Deerling_vs_Shelgon
Ground,Rock,115,140,130,55,55,40,4,0,Water,,30,105,90,25,25,50,1,0,0,Krabby_vs_Rhyperior
Dark,Fighting,65,90,115,45,115,58,5,0,Fire,Normal,62,50,58,73,54,72,6,0,0,Litleo_vs_Scrafty
Ground,Ghost,89,124,80,55,80,55,5,0,Normal,Grass,80,100,70,60,70,95,5,0,0,Golurk_vs_Sawsbuck
Water,,43,30,55,40,65,97,3,0,Dragon,Psychic,80,90,80,130,110,110,3,1,0,Latios_vs_Luvdisc
Ground,,108,112,118,68,72,47,4,0,Normal,Flying,70,83,50,37,50,60,5,0,0,Hippowdon_vs_Rufflet
Electric,Fire,50,65,107,105,107,86,4,0,Water,Ground,95,85,85,65,65,35,2,0,1,Heat Rotom_vs_Quagsire
Steel,Psychic,80,135,130,95,90,70,3,0,Normal,Flying,62,77,62,50,42,65,5,0,1,Metagross_vs_Tranquill
Fighting,,80,100,70,50,60,45,1,0,Fire,,45,60,40,70,50,45,3,0,0,Machoke_vs_Torchic
Bug,Ground,60,79,105,59,85,36,4,0,Dragon,Ice,125,120,90,170,100,95,5,1,0,Kyurem White Kyurem_vs_Wormadam Sandy Cloak
Electric,,60,85,49,60,49,60,4,0,Fire,Dragon,78,130,111,130,85,100,1,0,0,Luxio_vs_Mega Charizard X
Bug,,50,35,55,25,25,15,3,0,Grass,Ice,60,62,50,62,60,40,4,0,0,Cascoon_vs_Snover
Normal,,70,70,70,70,70,70,3,0,Bug,Fire,85,60,65,135,105,100,5,0,0,Castform_vs_Volcarona
Water,Grass,60,50,50,60,70,50,3,0,Grass,,66,65,48,62,57,52,6,0,0,Lombre_vs_Skiddo
Poison,,70,43,53,43,53,40,3,0,Ice,,95,117,184,44,46,28,6,0,1,Avalugg_vs_Gulpin
Electric,Steel,25,35,70,95,55,45,1,0,Steel,Fairy,57,80,91,80,87,75,6,0,0,Klefki_vs_Magnemite
Rock,Fairy,50,50,150,50,150,50,6,0,Psychic,,55,55,55,85,55,30,5,0,1,Carbink_vs_Elgyem
Rock,Ground,50,64,50,45,50,41,2,0,Normal,Flying,60,85,60,50,50,125,3,0,0,Larvitar_vs_Swellow
Bug,Grass,55,63,90,50,80,42,5,0,Water,Dark,63,120,85,90,55,55,3,0,0,Crawdaunt_vs_Swadloon
Normal,,65,76,84,54,96,105,4,0,Grass,,75,89,85,55,65,36,4,0,1,Grotle_vs_Lopunny
Ground,,45,100,45,45,45,10,3,0,Dragon,Flying,105,150,90,150,90,95,3,1,0,Rayquaza_vs_Trapinch
Ghost,Poison,45,50,45,115,55,95,1,0,Normal,Flying,40,45,40,35,35,56,1,0,0,Haunter_vs_Pidgey
Rock,Ground,70,84,70,65,70,51,2,0,Bug,Poison,40,60,40,40,40,30,2,0,1,Pupitar_vs_Spinarak
Water,Flying,65,40,70,80,140,70,2,0,Psychic,,55,50,65,175,95,150,1,0,0,Mantine_vs_Mega Alakazam
Water,,44,48,65,50,64,43,1,0,Bug,Poison,40,35,30,20,20,50,1,0,0,Squirtle_vs_Weedle
Ice,Flying,45,55,45,65,45,75,2,0,Normal,,85,76,64,45,55,90,2,0,0,Delibird_vs_Furret
Bug,Flying,65,65,45,75,45,95,2,0,Electric,,60,45,70,45,90,95,4,0,0,Pachirisu_vs_Yanma
Psychic,Flying,40,50,45,70,45,70,2,0,Grass,Fighting,88,107,122,74,75,64,6,0,1,Chesnaught_vs_Natu
Psychic,,75,75,130,75,130,95,4,1,Rock,Ground,55,95,115,45,45,35,1,0,1,Graveler_vs_Uxie
Water,Ground,75,65,55,65,55,69,5,0,Water,Rock,74,108,133,83,65,32,5,0,1,Carracosta_vs_Palpitoad
Dragon,Flying,95,135,80,110,80,100,3,0,Ground,,10,55,25,35,45,95,1,0,1,Diglett_vs_Salamence
Bug,,40,29,45,29,45,36,4,0,Normal,Flying,60,85,60,50,50,125,3,0,0,Burmy_vs_Swellow
Normal,,255,10,10,75,135,55,2,0,Water,Ground,55,45,45,25,25,15,2,0,0,Blissey_vs_Wooper
Fighting,,50,105,79,35,110,76,1,0,Dragon,Ground,58,70,45,40,45,42,4,0,1,Gible_vs_Hitmonchan
Fighting,,90,130,80,65,85,55,1,0,Normal,,49,55,42,42,37,85,4,0,0,Glameow_vs_Machamp
Poison,,46,57,40,40,40,50,1,0,Water,Flying,40,30,30,55,30,85,3,0,0,Nidoran_vs_Wingull
Steel,Ghost,59,110,150,45,49,35,6,0,Water,,165,75,80,40,45,65,5,0,0,Alomomola_vs_Doublade
Grass,Poison,60,70,65,125,105,90,4,0,Water,,65,80,80,59,63,58,2,0,1,Croconaw_vs_Roserade
Water,Dark,63,120,85,90,55,55,3,0,Water,Flying,45,20,50,60,120,50,4,0,1,Crawdaunt_vs_Mantyke
Flying,Dragon,40,30,35,45,40,55,6,0,Grass,Flying,35,35,40,35,55,50,2,0,1,Hoppip_vs_Noibat
Ground,Fire,100,180,160,150,90,90,3,1,Steel,Ghost,59,110,150,45,49,35,6,0,1,Doublade_vs_Primal Groudon
Normal,,50,45,45,35,35,50,3,0,Grass,Dragon,70,110,75,145,85,145,3,0,0,Mega Sceptile_vs_Skitty
Normal,,60,90,70,60,120,40,3,0,Ice,Flying,90,85,100,95,125,85,1,1,0,Articuno_vs_Kecleon
Normal,,45,60,45,25,45,55,5,0,Ground,,75,100,110,45,55,65,1,0,0,Lillipup_vs_Sandslash
Water,Psychic,90,65,65,40,40,15,1,0,Poison,Bug,40,50,90,30,55,65,4,0,0,Skorupi_vs_Slowpoke
Grass,,100,100,100,100,100,100,4,1,Steel,Fairy,57,80,91,80,87,75,6,0,1,Klefki_vs_Shaymin Land Forme
Normal,Flying,40,55,30,30,30,85,3,0,Fire,Ground,70,100,70,105,75,40,3,0,1,Camerupt_vs_Taillow
Fire,Fighting,76,104,71,104,71,108,4,0,Poison,,50,50,62,40,62,65,5,0,1,Infernape_vs_Trubbish
Bug,Flying,65,65,45,75,45,95,2,0,Ice,,80,80,80,80,80,80,3,0,1,Glalie_vs_Yanma
Bug,Grass,35,70,55,45,55,25,1,0,Ghost,Grass,85,110,76,65,82,56,6,0,0,Paras_vs_Trevenant
Fire,,75,95,67,125,95,83,4,0,Normal,Flying,80,115,80,65,55,93,5,0,0,Magmortar_vs_Unfezant
Water,,41,56,40,62,44,71,6,0,Electric,,70,75,80,135,80,135,3,0,0,Froakie_vs_Mega Manectric
Dark,,70,90,70,60,60,70,3,0,Normal,,80,80,80,55,55,90,3,0,0,Mightyena_vs_Vigoroth
Normal,,60,85,69,60,69,77,5,0,Bug,Poison,70,65,60,90,75,90,1,0,0,Venomoth_vs_Watchog
Psychic,Fairy,40,45,65,100,120,90,1,0,Ghost,Flying,90,50,34,60,44,70,4,0,1,Drifloon_vs_Mr Mime
Ground,,68,72,78,38,42,32,4,0,Water,Psychic,95,75,80,100,110,30,2,0,1,Hippopotas_vs_Slowking
Grass,Poison,80,100,123,122,120,80,1,0,Water,,79,103,120,135,115,78,1,0,1,Mega Blastoise_vs_Mega Venusaur
Grass,Psychic,60,40,80,60,45,40,1,0,Fairy,,50,25,28,45,55,15,2,0,1,Cleffa_vs_Exeggcute
Steel,Ghost,60,50,150,50,150,60,6,0,Fighting,,105,140,95,55,65,45,5,0,0,Aegislash Shield Forme_vs_Conkeldurr
Bug,Fire,85,60,65,135,105,100,5,0,Bug,,40,29,45,29,45,36,4,0,1,Burmy_vs_Volcarona
Dragon,Electric,100,150,120,120,100,90,5,1,Rock,Steel,30,42,118,42,88,30,4,0,1,Shieldon_vs_Zekrom
Ghost,Poison,60,65,60,130,75,110,1,0,Psychic,Fairy,28,25,25,45,35,40,3,0,1,Gengar_vs_Ralts
