first_pokemon,second_pokemon,winner,did_first_win
214,766,766,0
720,642,720,1
430,148,430,1
81,267,267,0
442,560,560,0
710,202,710,1
113,18,18,0
627,613,613,0
396,390,396,1
36,445,36,1
785,386,785,1
31,6,31,1
457,337,337,0
457,54,54,0
754,29,29,0
435,503,503,0
760,273,273,0
368,253,368,1
709,507,709,1
131,343,131,1
432,70,432,1
437,229,437,1
20,623,20,1
336,434,336,1
457,77,77,0
703,250,703,1
346,474,474,0
570,135,570,1
186,544,544,0
108,99,108,1
377,522,522,0
512,557,557,0
440,588,588,0
24,799,24,1
759,490,490,0
756,727,727,0
383,509,383,1
257,447,257,1
402,50,50,0
330,665,330,1
418,416,418,1
131,221,131,1
523,418,418,0
367,256,367,1
533,660,533,1
163,524,163,1
557,13,557,1
161,34,161,1
334,339,339,0
695,759,759,0
131,692,131,1
796,234,234,0
750,452,750,1
71,749,749,0
791,448,448,0
525,796,525,1
625,134,134,0
105,473,473,0
476,766,766,0
315,16,16,0
332,318,332,1
381,150,381,1
22,517,22,1
398,561,398,1
464,9,9,0
617,75,75,0
672,315,672,1
123,680,123,1
299,623,623,0
767,37,37,0
795,635,635,0
699,534,699,1
347,465,465,0
346,658,658,0
430,513,513,0
189,366,366,0
572,150,572,1
588,234,234,0
683,165,165,0
40,672,40,1
86,334,334,0
737,480,737,1
659,716,716,0
159,377,159,1
616,680,616,1
766,234,234,0
31,296,31,1
691,442,442,0
374,111,111,0
645,722,722,0
19,330,19,1
444,168,444,1
255,765,255,1
190,411,411,0
167,467,467,0
638,736,736,0
30,133,133,0
345,797,797,0
56,116,56,1
121,397,397,0
554,638,554,1
755,54,755,1
42,492,42,1
503,706,706,0
141,498,498,0
428,662,428,1
139,387,387,0
557,4,557,1
178,45,178,1
194,28,28,0
461,208,461,1
352,522,522,0
501,342,501,1
730,338,338,0
403,99,99,0
534,19,534,1
486,246,246,0
632,44,44,0
159,490,490,0
288,633,633,0
751,393,393,0
691,226,691,1
426,427,427,0
488,83,83,0
446,731,731,0
41,75,75,0
581,122,581,1
346,269,269,0
176,145,145,0
454,469,469,0
220,11,11,0
474,433,474,1
323,604,604,0
362,41,362,1
410,188,188,0
193,225,193,1
496,768,768,0
517,303,303,0
564,585,585,0
386,632,632,0
686,421,421,0
576,20,20,0
772,401,772,1
361,24,24,0
667,369,369,0
1,153,153,0
367,577,367,1
361,686,361,1
16,448,16,1
377,339,339,0
195,719,195,1
269,716,716,0
732,607,732,1
287,699,699,0
519,13,519,1
36,404,36,1
57,371,57,1
6,460,6,1
40,674,674,0
366,23,23,0
501,372,372,0
96,205,96,1
491,196,196,0
520,184,184,0
68,257,257,0
730,141,141,0
156,590,590,0
649,589,589,0
219,438,438,0
93,41,93,1
314,411,314,1
472,483,472,1
185,394,394,0
738,627,738,1
146,359,146,1
81,612,612,0
308,703,703,0
643,565,643,1
481,614,481,1
13,153,153,0
364,723,723,0
250,673,250,1
373,678,373,1
306,38,306,1
188,191,191,0
746,516,516,0
517,316,316,0
443,204,204,0
524,492,524,1
432,610,432,1
224,463,463,0
335,206,206,0
788,348,348,0
529,4,529,1
523,407,523,1
526,643,643,0
453,76,453,1
212,29,212,1
511,205,205,0
335,300,300,0
224,111,111,0
485,201,201,0
151,498,498,0
735,220,735,1
341,405,341,1
692,123,692,1
31,151,31,1
335,406,406,0
539,55,55,0
773,744,773,1
723,142,142,0
344,465,465,0
387,709,709,0
346,201,346,1
773,779,773,1
599,480,599,1
506,203,203,0
469,393,469,1
339,685,685,0
41,317,317,0
139,787,787,0
455,168,168,0
720,306,306,0
362,523,362,1
40,649,649,0
57,404,57,1
73,774,774,0
248,574,574,0
589,49,589,1
58,680,680,0
482,471,482,1
400,88,400,1
399,497,497,0
593,682,682,0
690,262,690,1
64,583,583,0
488,211,211,0
109,676,676,0
165,139,165,1
250,72,72,0
176,317,317,0
243,426,426,0
34,572,572,0
534,79,534,1
212,92,212,1
260,534,534,0
139,465,139,1
405,338,338,0
262,559,559,0
161,771,771,0
694,359,694,1
430,543,430,1
631,147,147,0
587,315,587,1
531,280,531,1
62,755,62,1
104,741,104,1
304,779,304,1
83,353,83,1
341,567,341,1
310,647,647,0
132,76,76,0
313,451,313,1
203,162,162,0
361,446,446,0
759,109,109,0
628,356,628,1
269,494,494,0
379,201,379,1
60,270,270,0
561,659,659,0
378,323,378,1
21,461,21,1
731,494,731,1
769,259,259,0
494,384,494,1
194,719,719,0
690,68,690,1
197,149,197,1
559,704,704,0
298,113,298,1
477,619,477,1
695,483,483,0
534,487,534,1
652,575,652,1
640,165,165,0
153,229,153,1
484,123,484,1
800,731,731,0
45,149,149,0
185,366,366,0
474,510,474,1
53,97,97,0
282,124,124,0
615,166,166,0
369,679,679,0
176,406,406,0
476,422,476,1
231,703,703,0
367,746,367,1
763,291,291,0
535,239,535,1
23,167,23,1
464,131,131,0
106,153,153,0
798,726,726,0
53,557,53,1
447,52,52,0
545,268,545,1
469,662,469,1
473,695,473,1
671,796,671,1
540,182,540,1
157,774,157,1
142,79,142,1
308,580,580,0
40,475,475,0
736,29,736,1
797,44,797,1
41,470,41,1
147,372,147,1
297,316,316,0
713,279,713,1
635,394,394,0
684,9,9,0
345,116,116,0
529,753,529,1
724,639,724,1
253,153,153,0
467,287,467,1
237,735,735,0
174,262,174,1
785,780,785,1
25,5,25,1
461,132,461,1
520,395,520,1
722,780,722,1
596,561,596,1
461,319,319,0
424,660,660,0
60,520,520,0
690,653,690,1
47,307,307,0
664,223,223,0
457,437,437,0
540,445,540,1
564,713,713,0
552,517,552,1
186,678,186,1
372,165,165,0
299,467,467,0
26,659,26,1
658,506,658,1
628,225,628,1
295,628,628,0
228,778,228,1
210,577,577,0
193,308,193,1
624,622,622,0
50,512,50,1
594,626,594,1
683,194,683,1
642,740,740,0
194,687,687,0
375,53,375,1
613,293,613,1
795,515,795,1
391,195,391,1
485,680,680,0
220,619,619,0
748,272,748,1
694,319,694,1
625,519,519,0
493,747,747,0
779,344,344,0
371,63,63,0
412,43,43,0
330,583,583,0
494,86,494,1
533,559,533,1
332,353,332,1
193,135,135,0
133,579,133,1
745,542,745,1
490,460,490,1
553,660,553,1
328,789,789,0
678,334,334,0
583,476,583,1
549,707,549,1
255,625,625,0
513,540,513,1
792,255,792,1
92,364,92,1
513,290,513,1
254,58,58,0
49,307,307,0
608,47,608,1
313,512,313,1
191,234,234,0
628,201,628,1
104,118,104,1
81,771,771,0
580,567,580,1
729,552,552,0
383,328,328,0
584,285,285,0
323,185,185,0
388,100,100,0
103,654,103,1
413,347,413,1
286,344,344,0
266,247,247,0
24,308,24,1
289,105,105,0
174,482,174,1
101,401,101,1
139,797,797,0
26,259,26,1
738,546,546,0
232,523,232,1
31,750,750,0
319,82,319,1
366,177,177,0
601,29,29,0
223,591,223,1
553,346,553,1
18,789,18,1
372,72,72,0
672,765,765,0
651,617,651,1
67,370,67,1
52,190,52,1
783,37,37,0
586,444,444,0
113,166,166,0
201,257,257,0
48,742,48,1
348,243,348,1
357,448,448,0
510,58,58,0
211,317,317,0
639,240,240,0
289,148,148,0
697,148,697,1
615,153,153,0
239,206,206,0
539,109,109,0
116,470,116,1
787,685,787,1
211,404,404,0
248,273,248,1
355,602,602,0
193,472,472,0
669,147,147,0
465,604,465,1
326,550,550,0
251,192,192,0
424,461,424,1
379,685,685,0
367,549,549,0
610,382,610,1
498,119,498,1
52,544,544,0
561,550,550,0
794,31,794,1
565,692,692,0
139,755,139,1
180,338,338,0
258,262,258,1
399,714,714,0
591,486,591,1
557,378,557,1
541,742,541,1
538,5,538,1
155,212,155,1
113,262,262,0
737,59,59,0
37,679,679,0
231,581,581,0
739,541,541,0
240,500,240,1
275,147,147,0
194,427,427,0
513,627,513,1
701,719,701,1
691,134,134,0
253,558,253,1
512,727,512,1
87,397,397,0
554,143,554,1
622,54,622,1
64,403,64,1
19,603,603,0
305,603,603,0
152,686,686,0
341,194,341,1
459,665,665,0
456,766,766,0
547,795,795,0
331,715,715,0
331,245,245,0
414,301,301,0
701,467,467,0
205,576,205,1
699,705,705,0
356,576,576,0
243,196,196,0
184,115,184,1
255,103,103,0
669,392,392,0
158,780,158,1
460,403,403,0
564,284,284,0
146,196,146,1
673,679,679,0
59,714,59,1
176,155,155,0
437,181,181,0
110,253,110,1
640,324,324,0
429,530,429,1
445,569,569,0
740,648,648,0
553,208,553,1
585,512,512,0
387,245,245,0
746,374,746,1
564,610,610,0
448,567,448,1
582,84,84,0
212,74,212,1
711,543,711,1
221,796,796,0
70,637,70,1
547,114,547,1
59,548,59,1
716,208,716,1
238,763,763,0
314,160,314,1
726,14,726,1
450,63,63,0
428,734,428,1
663,578,663,1
432,225,225,0
600,105,600,1
478,302,478,1
397,793,793,0
430,228,430,1
517,485,517,1
432,418,432,1
177,258,177,1
212,169,212,1
237,800,800,0
562,134,134,0
340,254,340,1
26,430,430,0
134,639,134,1
373,780,373,1
264,364,264,1
17,572,572,0
638,585,638,1
751,203,751,1
540,257,540,1
653,134,134,0
669,99,99,0
172,214,172,1
378,420,420,0
199,376,376,0
504,605,504,1
617,135,135,0
313,138,138,0
79,212,212,0
249,684,249,1
641,288,288,0
303,638,638,0
492,553,553,0
694,543,694,1
430,131,430,1
247,791,247,1
744,401,401,0
565,170,565,1
328,393,393,0
791,139,139,0
310,641,310,1
256,85,85,0
582,388,582,1
79,103,103,0
235,767,767,0
742,162,162,0
769,2,2,0
477,743,477,1
724,552,552,0
312,501,501,0
296,378,296,1
746,337,337,0
29,495,495,0
67,532,532,0
55,431,431,0
607,737,737,0
593,221,221,0
474,716,716,0
792,370,792,1
149,461,149,1
338,774,338,1
113,282,282,0
114,531,531,0
224,63,63,0
735,243,735,1
733,439,439,0
397,735,735,0
87,333,333,0
584,697,697,0
277,560,560,0
646,510,646,1
627,563,563,0
225,470,470,0
734,446,446,0
473,650,473,1
642,124,124,0
51,240,240,0
186,39,186,1
399,599,599,0
708,104,104,0
574,1,574,1
720,425,425,0
82,333,333,0
336,449,336,1
582,751,751,0
575,679,679,0
223,211,223,1
345,280,280,0
524,23,23,0
136,23,23,0
496,689,496,1
271,773,773,0
766,184,184,0
214,281,214,1
243,616,616,0
573,100,100,0
575,170,170,0
299,600,600,0
437,53,437,1
140,554,554,0
306,704,704,0
251,306,306,0
346,704,704,0
445,104,104,0
120,603,603,0
153,30,30,0
497,409,409,0
540,515,540,1
760,790,760,1
248,546,248,1
118,305,305,0
458,666,666,0
462,718,718,0
767,491,767,1
427,264,427,1
96,315,315,0
21,449,21,1
559,6,6,0
70,757,757,0
409,206,409,1
495,154,154,0
49,544,544,0
74,59,59,0
584,780,780,0
52,611,611,0
540,380,540,1
391,238,391,1
126,266,126,1
14,175,175,0
340,692,340,1
711,212,212,0
482,603,603,0
64,485,64,1
746,393,393,0
754,551,551,0
694,277,694,1
450,680,680,0
188,541,541,0
705,35,705,1
737,168,737,1
457,486,486,0
138,703,703,0
180,663,663,0
634,317,317,0
337,714,714,0
434,472,472,0
483,470,483,1
147,158,147,1
344,527,344,1
473,341,341,0
186,182,186,1
531,22,531,1
648,282,648,1
797,480,797,1
521,516,516,0
519,358,519,1
730,107,730,1
23,25,23,1
87,270,270,0
789,200,200,0
193,261,261,0
778,25,778,1
96,57,57,0
691,396,691,1
50,482,482,0
340,558,340,1
203,597,203,1
369,602,369,1
592,746,746,0
135,317,317,0
569,681,569,1
558,259,259,0
253,91,91,0
634,657,634,1
7,240,7,1
220,63,63,0
696,250,250,0
97,80,80,0
380,746,380,1
343,308,343,1
403,214,214,0
70,542,70,1
199,491,199,1
96,147,147,0
461,718,718,0
379,209,209,0
582,564,582,1
233,123,233,1
121,485,121,1
745,435,745,1
587,550,550,0
597,662,597,1
427,188,188,0
720,243,720,1
755,245,245,0
428,692,428,1
418,763,418,1
579,154,154,0
515,186,186,0
99,32,32,0
167,307,307,0
729,428,428,0
118,226,118,1
438,59,59,0
405,336,336,0
566,401,401,0
229,798,798,0
799,91,799,1
93,797,797,0
132,185,132,1
85,195,85,1
241,153,153,0
72,688,688,0
258,98,258,1
577,780,780,0
29,471,29,1
225,451,451,0
226,471,471,0
55,259,259,0
146,668,146,1
318,347,347,0
472,661,472,1
546,224,546,1
676,665,676,1
381,272,272,0
102,192,102,1
765,463,463,0
302,228,228,0
778,373,778,1
60,18,60,1
102,493,102,1
692,383,383,0
110,388,388,0
30,241,30,1
272,774,272,1
22,700,700,0
83,582,582,0
6,224,6,1
784,177,177,0
136,308,136,1
10,630,630,0
755,574,574,0
463,636,463,1
190,244,244,0
619,654,619,1
80,295,80,1
38,485,485,0
286,309,286,1
700,230,700,1
764,712,712,0
457,318,457,1
411,482,482,0
279,14,279,1
193,347,193,1
781,225,781,1
109,223,223,0
450,110,110,0
774,118,774,1
351,587,587,0
706,492,706,1
72,229,229,0
696,31,31,0
536,304,536,1
15,774,774,0
310,407,407,0
554,436,554,1
270,364,270,1
399,548,548,0
538,413,538,1
566,47,47,0
534,197,534,1
84,604,84,1
573,575,575,0
26,259,26,1
227,420,227,1
548,614,614,0
80,598,80,1
500,696,696,0
88,512,512,0
284,365,365,0
273,215,273,1
53,590,590,0
130,209,209,0
278,327,327,0
441,361,361,0
794,412,794,1
297,215,215,0
27,717,717,0
739,373,373,0
401,312,401,1
55,457,457,0
22,615,22,1
208,688,688,0
678,584,678,1
364,515,364,1
614,32,32,0
418,559,418,1
699,424,699,1
112,583,583,0
264,794,264,1
231,97,97,0
542,238,542,1
447,528,528,0
58,165,165,0
314,417,314,1
588,43,588,1
623,101,623,1
379,732,732,0
260,70,70,0
692,446,692,1
140,27,140,1
67,168,67,1
164,531,531,0
785,617,785,1
378,465,465,0
105,450,450,0
415,758,758,0
16,692,692,0
644,184,184,0
626,663,663,0
565,775,565,1
510,296,296,0
359,546,546,0
383,629,629,0
465,204,465,1
423,585,423,1
174,690,690,0
374,149,149,0
420,433,420,1
589,485,589,1
700,617,700,1
8,443,8,1
162,437,437,0
704,266,704,1
673,431,431,0
45,460,460,0
590,168,590,1
301,39,301,1
299,643,643,0
120,674,674,0
349,409,409,0
175,228,228,0
647,760,647,1
518,127,518,1
670,223,223,0
179,56,56,0
96,591,591,0
627,663,627,1
568,95,568,1
37,698,37,1
106,408,106,1
334,644,334,1
125,741,125,1
467,477,477,0
415,623,623,0
783,498,783,1
470,5,5,0
329,246,246,0
279,262,279,1
729,176,729,1
75,104,75,1
237,96,96,0
566,7,7,0
91,117,91,1
204,275,275,0
471,19,19,0
38,384,384,0
404,348,348,0
628,661,628,1
274,401,274,1
217,32,32,0
341,474,341,1
505,285,505,1
272,280,280,0
695,154,154,0
726,558,726,1
624,185,185,0
26,93,93,0
781,753,781,1
644,386,386,0
309,601,309,1
496,762,496,1
312,503,503,0
418,409,418,1
297,210,297,1
734,441,441,0
40,715,715,0
7,328,7,1
263,58,263,1
372,426,426,0
74,393,393,0
64,425,425,0
62,127,127,0
259,99,259,1
57,626,626,0
198,50,198,1
580,464,580,1
504,499,499,0
666,91,91,0
112,737,737,0
386,494,494,0
753,588,588,0
89,110,110,0
338,465,465,0
777,726,726,0
462,628,628,0
20,50,20,1
202,326,326,0
162,23,23,0
149,133,133,0
349,251,349,1
768,39,768,1
521,738,521,1
353,213,213,0
297,255,255,0
333,340,340,0
450,119,119,0
470,351,351,0
594,634,594,1
451,2,451,1
6,299,299,0
13,642,13,1
603,742,603,1
570,258,570,1
121,631,121,1
438,358,438,1
242,685,685,0
331,82,82,0
306,563,306,1
223,665,223,1
548,480,480,0
339,217,339,1
742,505,505,0
336,733,336,1
212,586,586,0
53,599,599,0
257,96,257,1
397,110,110,0
505,794,794,0
118,735,735,0
41,80,80,0
314,132,314,1
532,130,130,0
295,272,272,0
453,366,453,1
289,767,767,0
437,791,437,1
411,92,92,0
570,114,570,1
781,373,373,0
163,566,163,1
685,24,24,0
133,567,133,1
83,452,452,0
573,568,568,0
257,111,257,1
435,186,186,0
359,18,359,1
786,671,786,1
332,449,449,0
53,687,687,0
169,240,169,1
785,796,785,1
550,199,550,1
365,362,362,0
553,718,553,1
601,393,393,0
430,684,684,0
156,13,13,0
221,467,467,0
446,644,446,1
47,81,47,1
416,527,527,0
762,785,785,0
571,225,225,0
180,569,569,0
697,464,697,1
368,7,7,0
554,37,554,1
366,410,410,0
597,725,725,0
389,411,411,0
540,390,540,1
359,383,383,0
785,81,785,1
232,26,26,0
644,25,25,0
117,744,744,0
150,28,28,0
571,537,537,0
615,706,706,0
516,736,516,1
230,458,230,1
292,201,201,0
190,384,384,0
583,730,583,1
683,347,347,0
344,562,344,1
49,249,249,0
795,234,234,0
673,515,673,1
190,755,755,0
639,45,45,0
208,333,333,0
273,39,273,1
177,744,177,1
544,192,544,1
11,80,80,0
280,24,24,0
355,625,625,0
264,693,264,1
238,310,310,0
391,667,391,1
596,682,682,0
559,85,85,0
37,248,248,0
89,657,657,0
608,98,608,1
107,155,155,0
299,254,254,0
355,525,525,0
645,474,474,0
331,619,619,0
226,423,423,0
746,400,746,1
134,286,134,1
31,427,427,0
16,411,16,1
602,364,364,0
367,458,367,1
715,385,715,1
200,45,200,1
490,752,490,1
574,489,574,1
383,359,383,1
428,353,428,1
380,404,380,1
272,698,272,1
37,601,37,1
701,301,301,0
754,334,334,0
553,633,553,1
348,450,348,1
502,485,485,0
673,493,493,0
8,243,8,1
567,463,463,0
564,352,352,0
611,248,611,1
619,388,388,0
707,637,707,1
38,388,388,0
340,114,114,0
560,406,406,0
232,579,232,1
62,500,62,1
194,577,194,1
124,512,124,1
500,147,500,1
329,173,329,1
151,678,151,1
633,576,633,1
226,52,226,1
629,631,629,1
73,141,141,0
402,396,396,0
252,373,373,0
702,733,702,1
683,207,683,1
764,748,748,0
76,376,376,0
208,769,769,0
281,64,64,0
580,637,580,1
686,659,686,1
264,16,264,1
291,648,648,0
463,627,627,0
501,485,501,1
99,486,99,1
24,186,24,1
410,267,410,1
125,218,125,1
558,521,521,0
383,184,184,0
200,2,2,0
671,611,611,0
567,526,526,0
561,646,646,0
204,323,204,1
219,554,554,0
417,604,604,0
695,712,712,0
719,257,257,0
736,155,155,0
699,314,314,0
639,627,627,0
43,291,291,0
37,100,100,0
297,372,372,0
159,617,159,1
175,635,635,0
267,502,502,0
542,349,542,1
24,735,24,1
429,69,429,1
674,791,674,1
255,779,779,0
331,303,303,0
426,370,426,1
130,748,748,0
261,101,101,0
626,155,155,0
375,299,299,0
600,503,503,0
211,221,221,0
625,646,646,0
401,261,261,0
603,230,603,1
221,722,722,0
455,757,455,1
36,317,317,0
484,109,109,0
547,358,547,1
302,19,302,1
327,65,65,0
390,644,644,0
7,293,7,1
602,223,223,0
390,137,137,0
548,780,548,1
128,262,128,1
251,539,539,0
150,385,385,0
413,335,413,1
354,227,227,0
729,425,425,0
776,245,245,0
559,609,559,1
248,168,248,1
201,586,201,1
744,261,261,0
506,695,506,1
178,750,178,1
736,159,159,0
361,362,362,0
524,159,524,1
531,277,277,0
154,248,154,1
711,499,499,0
94,138,138,0
708,308,708,1
375,508,508,0
68,592,68,1
438,169,438,1
398,617,398,1
291,538,538,0
462,446,446,0
264,76,264,1
649,299,649,1
734,133,133,0
54,150,54,1
580,228,228,0
438,472,472,0
660,177,177,0
793,715,715,0
387,534,534,0
411,154,154,0
604,544,544,0
414,32,32,0
268,744,268,1
21,364,21,1
340,671,340,1
226,180,226,1
381,779,381,1
463,308,463,1
459,157,157,0
379,42,42,0
369,581,581,0
576,600,576,1
745,88,745,1
363,73,73,0
280,455,280,1
759,85,85,0
300,111,300,1
392,261,261,0
658,353,353,0
512,292,512,1
601,372,372,0
540,538,540,1
101,546,101,1
527,201,527,1
704,442,704,1
426,793,793,0
721,712,712,0
687,305,687,1
744,91,91,0
321,409,409,0
162,625,162,1
109,158,158,0
275,373,275,1
63,671,671,0
234,199,234,1
510,637,637,0
587,762,587,1
442,440,442,1
522,237,522,1
490,594,490,1
397,194,397,1
172,131,131,0
214,648,648,0
621,450,450,0
279,193,193,0
186,528,528,0
98,333,333,0
518,113,113,0
447,416,416,0
558,227,227,0
339,264,339,1
59,725,59,1
679,461,679,1
298,557,557,0
436,353,436,1
281,57,57,0
302,660,660,0
142,743,142,1
528,793,528,1
299,80,80,0
74,417,417,0
722,92,92,0
560,502,502,0
705,134,705,1
794,208,794,1
773,481,481,0
798,243,243,0
311,752,752,0
314,604,314,1
353,284,284,0
595,707,707,0
149,623,623,0
686,509,686,1
175,36,175,1
195,756,756,0
290,2,2,0
608,26,608,1
16,56,56,0
284,117,284,1
734,237,734,1
149,252,252,0
202,204,204,0
290,288,288,0
529,775,775,0
475,405,475,1
131,212,131,1
286,460,286,1
458,553,553,0
354,133,133,0
49,700,700,0
174,694,694,0
6,548,548,0
121,338,121,1
736,367,367,0
147,394,147,1
762,370,370,0
589,348,589,1
7,799,7,1
492,258,258,0
636,307,307,0
710,366,710,1
199,1,1,0
519,368,368,0
402,633,633,0
191,757,757,0
80,251,80,1
737,262,737,1
590,216,590,1
680,459,459,0
23,433,23,1
390,332,332,0
365,681,681,0
281,252,252,0
495,454,495,1
784,790,784,1
518,612,612,0
67,44,44,0
279,368,368,0
623,407,623,1
484,459,484,1
221,476,476,0
425,94,425,1
113,329,329,0
772,761,772,1
325,114,325,1
137,85,85,0
574,761,574,1
29,307,307,0
204,481,481,0
180,256,180,1
103,653,653,0
123,539,539,0
684,534,684,1
666,516,516,0
192,482,192,1
239,589,589,0
25,586,586,0
54,358,358,0
544,668,544,1
492,611,611,0
216,625,216,1
471,178,178,0
179,765,765,0
647,277,647,1
611,352,611,1
314,309,314,1
686,41,686,1
456,223,223,0
626,266,266,0
233,705,705,0
258,715,715,0
185,316,316,0
376,586,376,1
366,675,366,1
682,323,682,1
545,439,545,1
401,342,342,0
58,332,332,0
315,244,244,0
756,304,756,1
698,510,698,1
122,390,390,0
667,11,11,0
393,636,393,1
582,773,773,0
483,71,71,0
584,757,757,0
247,653,247,1
165,784,165,1
147,793,147,1
768,274,274,0
173,680,173,1
578,235,235,0
433,639,433,1
172,794,172,1
543,423,423,0
110,542,110,1
698,668,698,1
363,615,615,0
31,422,422,0
5,412,5,1
463,668,463,1
508,53,508,1
530,291,291,0
484,175,484,1
200,40,40,0
675,22,22,0
30,662,662,0
310,726,726,0
461,531,531,0
784,473,473,0
693,333,693,1
234,202,234,1
120,389,389,0
119,545,545,0
142,83,142,1
585,323,323,0
310,414,414,0
712,49,712,1
27,282,27,1
404,426,426,0
644,620,620,0
257,168,257,1
26,699,699,0
631,157,157,0
94,216,216,0
294,418,418,0
86,793,793,0
192,18,192,1
786,295,786,1
320,77,320,1
723,786,786,0
31,226,31,1
428,48,428,1
378,674,674,0
72,387,387,0
196,693,693,0
424,799,424,1
246,428,428,0
157,261,261,0
588,372,588,1
503,181,503,1
787,34,787,1
490,619,490,1
784,535,535,0
4,719,4,1
381,89,89,0
584,239,584,1
298,124,124,0
575,689,575,1
758,787,758,1
770,50,770,1
223,284,223,1
202,276,276,0
565,288,288,0
311,684,684,0
77,374,77,1
138,468,138,1
246,142,142,0
647,645,647,1
110,659,659,0
615,309,309,0
791,745,745,0
792,59,792,1
36,83,36,1
346,611,611,0
7,599,7,1
27,665,27,1
116,501,116,1
65,379,65,1
64,470,64,1
786,735,786,1
710,22,710,1
327,59,59,0
674,590,674,1
346,105,105,0
207,386,386,0
607,356,356,0
632,579,632,1
349,282,349,1
211,497,497,0
763,162,162,0
742,580,742,1
41,407,407,0
373,157,157,0
462,522,522,0
372,728,372,1
212,220,212,1
137,15,137,1
349,117,349,1
614,411,614,1
137,733,137,1
189,83,83,0
277,451,451,0
565,616,616,0
500,698,698,0
266,690,690,0
91,57,57,0
444,604,444,1
252,413,413,0
675,233,233,0
490,63,63,0
524,771,524,1
537,300,537,1
576,520,576,1
2,101,101,0
610,5,610,1
21,504,21,1
260,480,480,0
776,436,436,0
391,747,747,0
534,741,534,1
262,546,546,0
768,680,768,1
41,662,662,0
85,719,85,1
51,358,358,0
169,541,541,0
26,19,26,1
731,203,731,1
592,251,592,1
780,43,43,0
41,17,17,0
604,653,604,1
501,332,501,1
699,387,699,1
169,205,205,0
413,79,79,0
366,44,44,0
213,297,213,1
745,267,745,1
112,508,508,0
642,16,16,0
77,290,77,1
743,591,591,0
796,87,796,1
759,217,759,1
94,564,94,1
198,189,198,1
272,290,272,1
7,438,438,0
488,409,409,0
149,589,589,0
216,399,216,1
45,205,205,0
37,604,37,1
308,96,96,0
690,389,389,0
22,395,22,1
289,2,2,0
107,536,536,0
513,623,513,1
576,494,494,0
227,454,454,0
456,682,682,0
734,229,229,0
230,433,230,1
149,631,631,0
54,72,72,0
49,241,241,0
159,4,159,1
705,677,705,1
591,194,591,1
246,741,246,1
397,442,397,1
200,278,278,0
335,502,502,0
133,534,133,1
617,494,494,0
129,162,162,0
